,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
0,1,Integra GS 1.8,Acura,Gasolina,1.8,,,,,,
1,4564,MARRUÁ AM 100 2.8  CS TDI Diesel,Agrale,Diesel,2.8,Diesel,,,,,
2,4568,MARRUÁ AM 200 2.8 CS TDI Diesel,Agrale,Diesel,2.8,Diesel,,,,,
4,27,Hi-Topic STD Diesel,Asia Motors,Diesel,,Diesel,,,,,
5,6906,DB9 Coupe 6.0 V12 510cv,ASTON MARTIN,Gasolina,6.0,Other,Coupe,,,5,
6,45,100 S-4 2.2 Avant Turbo,Audi,Gasolina,2.2,Turbo,MPV,,,,
7,6200,A1 Sportback 1.4 TFSI 5p S-tronic,Audi,Gasolina,1.4,,Sport,,5,,
9,55,A3 1.6 5p Aut.,Audi,Gasolina,1.6,,,Auto,5,,
10,58,A3 1.8 5p Aut.,Audi,Gasolina,1.8,,,Auto,5,,
12,64,A3 1.8 Turbo 3p Aut.,Audi,Gasolina,1.8,Turbo,,Auto,3,,
13,8561,A3 Sedan Prestige 1.4 TFSI Flex Tip.,Audi,Gasolina,1.4,Flex,Sedan,,,,
14,5125,A3 Sport 2.0 16V TFSI S- tronic,Audi,Gasolina,2.0,Other,Sport,,,,16
15,71,A4 1.8 Avant Mec.,Audi,Gasolina,1.8,,MPV,Manual,,,
17,75,A4 1.8 Turbo,Audi,Gasolina,1.8,Turbo,,,,,
18,80,A4 2.4 30V Tip./Multitronic,Audi,Gasolina,2.4,,,,,,30
19,87,A4 2.8 30V Mec.,Audi,Gasolina,2.8,,,Manual,,,30
20,95,A4 3.0 30V 218cv Multitronic 4p,Audi,Gasolina,3.0,,,,4,2,30
21,100,A6 2.4 30V Mec,Audi,Gasolina,2.4,,,Manual,,,30
25,101,A6 2.4 30V Tip./Multitronic,Audi,Gasolina,2.4,,,,,,30
30,102,A6 2.4 Avant 30V Mec.,Audi,Gasolina,2.4,,MPV,Manual,,,30
33,103,A6 2.4 Avant 30V Tip./ Multitronic,Audi,Gasolina,2.4,,MPV,,,,30
34,112,A6 2.8,Audi,Gasolina,2.8,,,,,,
35,115,A6 2.8 Avant,Audi,Gasolina,2.8,,MPV,,,,
36,6414,A6 3.0 TFSI V6 Quattro S tronic 4p,Audi,Gasolina,3.0,V6/V8,,,4,,
37,6462,A6 Allroad 3.0 TFSI V6 Quattro S tronic,Audi,Gasolina,3.0,V6/V8,,,,,
38,5549,A7 Sportback 3.0 TFSI Quattro S Tronic,Audi,Gasolina,3.0,,Sport,,,,
40,6631,A8 4.0 TFSI Quattro Tiptronic,Audi,Gasolina,4.0,,,,,,
41,6044,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,Audi,Gasolina,2.0,,,,5,1,
42,8230,Q3 Black Ed. 1.4 TFSI Flex/Black S-tron.,Audi,Gasolina,1.4,Flex,,,,,
43,8036,Q5 Ambiente 2.0 TFSI Quattro S tronic,Audi,Gasolina,2.0,,,,,,
44,10045,Q5 Perf. Black 2.0 TFSIe S.Tr. Qt (Hib.),Audi,Gasolina,2.0,,,,,,
45,8773,Q5 S-Line 2.0 TFSI Quattro S-tronic,Audi,Gasolina,2.0,,,,,,
47,9486,Q5 S-Line Black 2.0 TFSI Quat. S-Tronic,Audi,Gasolina,2.0,,,,,,
50,5922,RS3 Sportback 2.5 TFSI Quattro S-tronic,Audi,Gasolina,2.5,,Sport,,,,
51,6487,RS4 4.2 Avant 32V FSI Quattro S-tronic,Audi,Gasolina,4.2,,MPV,,,,32
53,5410,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,Audi,Gasolina,4.2,V6/V8,,,2,4,
55,10227,RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),Audi,Gasolina,4.0,,MPV,,,,
56,6769,S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,Audi,Gasolina,3.0,V6/V8,,,,3,
57,139,S6 2.2 Avant 20V TB,Audi,Gasolina,2.2,,MPV,,,,20
58,148,S8 4.2 Tiptronic,Audi,Gasolina,4.2,,,,,,
59,151,TT Roadster 1.8 TB Quattro 225cv (Conv.),Audi,Gasolina,1.8,,,,,2,
60,8275,Buggy 1.6/ TST/ RS 1.6 4-Lug.,Baby,Gasolina,1.6,,,,,,
65,153,120iA 2.0 16V 150cv/ 156cv 5p,BMW,Gasolina,2.0,Other,,,5,1,16
66,4199,130iA 3.0 24V 265cv 5p,BMW,Gasolina,3.0,,,,5,2,24
67,5607,318iA 2.0 16V 136cv 5p,BMW,Gasolina,2.0,Other,,,5,1,16
68,158,318iS/ISA 1.9 16V,BMW,Gasolina,1.9,Other,,,,,16
73,159,318Ti Compact Mec,BMW,Gasolina,,,,Manual,,,
77,160,318Ti/TiA Compact 1.9 16V,BMW,Gasolina,1.9,Other,,,,,16
78,7256,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,BMW,Gasolina,2.0,Flex,Sport,,4,,
79,6091,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,BMW,Gasolina,2.0,Flex,Sport,,4,,
81,185,328i Touring/Sport,BMW,Gasolina,,,Sport,,,,
84,188,328i/iA Cabrio,BMW,Gasolina,,,,,,,
85,6633,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,BMW,Gasolina,2.0,Turbo,Sport,,5,2,16
86,6049,328iA Sport 2.0 16V/2.0 16V Flex 4p,BMW,Gasolina,2.0,Other,Sport,,4,,16
87,191,330Ci Cabriolet,BMW,Gasolina,,,,,,,
88,9956,330e M Sport 2.0 Turbo Aut. (Híbrido),BMW,Gasolina,2.0,Turbo,Sport,Auto,,,
89,194,330iA MotorSport 4p,BMW,Gasolina,,,Sport,,4,,
90,195,330iA Top 4p,BMW,Gasolina,,,,,4,,
91,201,528iA Touring,BMW,Gasolina,,,,,,,
92,7919,540i M Sport 3.0 Turbo 340cv Aut.,BMW,Gasolina,3.0,Turbo,Sport,Auto,,3,
93,207,540iA,BMW,Gasolina,,,,,,,
95,6378,640i Gran Coupe 3.0 320cv 4p,BMW,Gasolina,3.0,,Coupe,,4,3,
96,6634,650i Gran Coupe 4.4 V8 450cv 4p,BMW,Gasolina,4.4,V6/V8,Coupe,,4,4,
97,216,740i,BMW,Gasolina,,,,,,,
98,221,750i,BMW,Gasolina,,,,,,,
99,225,840Ci,BMW,Gasolina,,,,,,,
100,11104,iX 2 xDrive 30 M Sport (Elétrico),BMW,Gasolina,,Electric,Sport,,,,
102,9103,M2 Competition Ed. Espe. 3.0 Bi-TB Mec.,BMW,Gasolina,3.0,,,Manual,,,
103,10825,M2 Coupe 3.0 Bi-Turbo 24V 3p,BMW,Gasolina,3.0,Turbo,Coupe,,3,,24
104,7130,M3 Sedan 3.0 Bi-Turbo 24V 4p,BMW,Gasolina,3.0,Turbo,Sedan,,4,,24
105,4823,M3 Sedan 4.0 32V,BMW,Gasolina,4.0,,Sedan,,,,32
106,7116,M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,BMW,Gasolina,3.0,Turbo,Coupe,,2,4,24
107,237,M5 5.0 32V/ 40V,BMW,Gasolina,5.0,,,,,,32
108,8570,X1 SDRIVE 20i X-Line 2.0 TB Active Flex,BMW,Gasolina,2.0,Flex,,,,,
110,9797,X3 M40i 3.0 Turbo V6  Aut.,BMW,Gasolina,3.0,Turbo,,Auto,,,
111,6417,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,BMW,Gasolina,2.0,Flex,,Auto,,,
113,4331,X5 Sport 4.8 4x4 V8 32V 355cv,BMW,Gasolina,4.8,V6/V8,Sport,,,3,32
114,5356,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,BMW,Gasolina,3.0,Turbo,,,,3,
116,6911,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,BMW,Gasolina,3.0,Turbo,,,,3,
120,10079,X5 XDRIVE 45e 3.0 M.Sport  Aut. (Híb.),BMW,Gasolina,3.0,,Sport,Auto,,,
121,5590,X5 XDRIVE 50i Security 4.4 Bi-Turbo,BMW,Gasolina,4.4,Turbo,,,,,
122,249,Z3 Roadster 1.9 Mec.,BMW,Gasolina,1.9,,,Manual,,,
123,251,Z4 Roadster 3.0 V6 24V Aut.,BMW,Gasolina,3.0,V6/V8,,Auto,,,24
124,8689,Z4 Roadster sDRIVE 30i MSport 2.0 TB Aut,BMW,Gasolina,2.0,,Sport,Auto,,,
125,255,Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V,BRM,Gasolina,1.6,Other,,,,,8
128,9860,Han EV  (Elétrico),BYD,Gasolina,,Electric,,,,,
129,5021,Tiggo 2.0 16V Mec. 5p,Caoa Chery/Chery,Gasolina,2.0,Other,,Manual,5,,16
131,9162,Tiggo 8 TXS 1.6 16V TGDi Aut.,Caoa Chery/Chery,Gasolina,1.6,Other,,Auto,,,16
132,4396,Utility 1.0 8V 53cv  (Furgão),CHANA,Gasolina,1.0,Other,,,,5,8
133,3881,300 C 5.7 V8 16V 340cv Aut.,Chrysler,Gasolina,5.7,V6/V8,,Auto,,3,16
134,266,Grand Caravan SE 3.3 V6,Chrysler,Gasolina,3.3,V6/V8,,,,,
135,271,LE Baron 3.0 V6 Conv.,Chrysler,Gasolina,3.0,V6/V8,,,,,
136,273,Neon LE/Highline 2.0,Chrysler,Gasolina,2.0,,,,,,
137,275,PT Cruiser Limited 2.0 16V 4p,Chrysler,Gasolina,2.0,Other,,,4,,16
139,278,Stratus LE 2.0,Chrysler,Gasolina,2.0,,,,,,
140,4623,TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut.,Chrysler,Gasolina,3.8,V6/V8,,Auto,,,
141,6420,AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Aut,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
143,6421,AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
145,7422,AIRCROSS Live 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
147,7423,AIRCROSS Live 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
152,7962,AIRCROSS Live 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
153,7424,AIRCROSS Shine 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
154,289,C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec,Citroën,Gasolina,1.6,Flex,,Manual,,,16
155,4302,C3 XTR 1.4 Flex 8V 5p,Citroën,Gasolina,1.4,Flex,,,5,,8
156,4397,C4 PAL.Excl/Excl(Tech.) 2.0/2.0 Flex Aut,Citroën,Gasolina,2.0,Flex,,Auto,,,
157,304,Jumper 2.8 Furgão 35MH Diesel,Citroën,Diesel,2.8,Diesel,,,,,
158,317,Xantia VSX 2.0,Citroën,Gasolina,2.0,,,,,,
159,335,Xsara Exclusive 2.0 16V,Citroën,Gasolina,2.0,Other,,,,,16
161,347,Xsara Picasso GLX 1.6/ 1.6 Flex 16V,Citroën,Gasolina,1.6,Flex,,,,,16
162,356,ZX Volcane 3p e 5p,Citroën,Gasolina,,,,,3,,
163,10627,Buggy SKY GT 1.6 Flex 16V Mec.,D2D Motors,Gasolina,1.6,Flex,,Manual,,,16
164,371,Super Salon Ace,Daewoo,Gasolina,,,,,,,
166,372,Tico,Daewoo,Gasolina,,,,,,,
168,373,Applause 1.6 16V,Daihatsu,Gasolina,1.6,Other,,,,,16
170,374,Applause DLX 1.6 16V,Daihatsu,Gasolina,1.6,Other,,,,,16
172,375,Charade CX/TS 1.0,Daihatsu,Gasolina,1.0,,,,,,
174,411,Engesa 4x4 2.5/4.1,Engesa,Gasolina,2.5,,,,,,
175,432,456 GT,Ferrari,Gasolina,,,,,,,
176,8200,CRONOS DRIVE 1.3 8V Flex,Fiat,Gasolina,1.3,Other,,,,,8
177,450,Doblo ELX 1.6 16V 4/5p,Fiat,Gasolina,1.6,Other,,,5,,16
178,5022,Ducato Cargo Curto 2.3 ME Diesel,Fiat,Diesel,2.3,Diesel,,,,,
179,5028,Ducato Minibus 2.3 T.Alto ME Diesel,Fiat,Diesel,2.3,Diesel,,,,,
180,459,Ducato Minibus 2.8 Turbo Diesel,Fiat,Diesel,2.8,Turbo,,,,,
190,8397,Ducato Minibus Comfort 2.3 16v Diesel,Fiat,Diesel,2.3,Diesel,,,,,
191,461,Ducato Mult/ Vetrato 2.8 T.Baixo TB Dies,Fiat,Diesel,2.8,,,,,,
192,476,Fiorino Pick-Up 1.5 i.e./1.3/1.5/HD,Fiat,Álcool,1.5,,,,,,
193,476,Fiorino Pick-Up 1.5 i.e./1.3/1.5/HD,Fiat,Gasolina,1.5,,,,,,
194,506,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,Fiat,Gasolina,1.0,Flex,,,4,,
195,5721,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,Fiat,Gasolina,1.0,Flex,,,5,,
196,517,Palio EL 1.5 mpi 2p e 4p,Fiat,Gasolina,1.5,,,,2,,
197,519,Palio ELX 1.0/ 1.0 Fire Flex 8V 2p,Fiat,Álcool,1.0,Flex,,,2,,8
198,4673,Palio Weekend Adventure LOCKER 1.8 Flex,Fiat,Gasolina,1.8,Flex,,,,,
200,553,Palio Weekend ELX 1.5 mpi 4p,Fiat,Álcool,1.5,,,,4,,
201,568,Premio CS 1.6/ 1.5/ 1.3 2p,Fiat,Gasolina,1.6,,,,2,,
202,569,Premio CSL 1.6 i.e./ 1.5 4p,Fiat,Gasolina,1.6,,,,4,,
203,9648,PULSE DRIVE 1.3 8V Flex Mec.,Fiat,Gasolina,1.3,Other,,Manual,,,8
204,5273,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
207,5883,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
212,6560,Punto BLACKMOTION 1.8 Flex 16V 5p.,Fiat,Gasolina,1.8,Flex,,,5,,16
216,5068,Strada Working 1.4 mpi Fire Flex 8V CS,Fiat,Gasolina,1.4,Flex,,,,,8
217,616,Strada/ Strada Working 1.5 mpi 8V CE,Fiat,Gasolina,1.5,Other,,,,,8
218,628,Tempra SX 2.0 i.e. 8V 4p,Fiat,Gasolina,2.0,Other,,,4,,8
219,7479,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,Fiat,Diesel,2.0,Other,,Auto,,,16
220,635,Uno 1.6R mpi / 1.6R / 1.5R,Fiat,Gasolina,,,,,,,
222,638,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,Fiat,Álcool,1.5,,Sport,,4,,
223,649,Uno Mille/ Mille EX/ Smart 2p,Fiat,Álcool,,,,,2,,
225,5486,UNO WAY 1.4 EVO Fire Flex 8V 2p,Fiat,Gasolina,1.4,Flex,,,2,,8
227,5244,UNO WAY 1.4 EVO Fire Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
233,5487,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 2p,Fiat,Gasolina,1.0,Flex,,,2,,8
234,5245,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p,Fiat,Gasolina,1.0,Flex,,,5,,8
237,4659,Buggy Plus 1.6 8V,Fibravan,Gasolina,1.6,Other,,,,,8
239,680,EcoSport XL 1.6/ 1.6 Flex 8V 5p,Ford,Gasolina,1.6,Flex,Sport,,5,,8
241,690,Escort GL 1.8i / 1.8,Ford,Gasolina,1.8,,,,,,
242,695,Escort GLX 1.8i 8v,Ford,Álcool,,,,,,,
243,699,Escort L 1.8i / 1.8,Ford,Gasolina,1.8,,,,,,
244,705,Escort SW GL 1.6 MPI,Ford,Álcool,1.6,,,,,,
245,714,Explorer XL 4x2 4.0 V6,Ford,Gasolina,4.0,V6/V8,,,,,
246,727,F-1000 S. S. Diesel / S.S. Diesel Turbo,Ford,Diesel,,Diesel,,,,,
247,728,F-1000 SR XK  Deserter Diesel,Ford,Diesel,,Diesel,,,,,
248,737,F-1000 Tropical CD HSD 2.5/4.3 Diesel TB,Ford,Diesel,2.5,Diesel,Pickup,,,,
252,739,F-1000 Tropical SL/ Van 4.9i,Ford,Gasolina,,,,,,,
253,6032,F-250 Tropica./Tropmine Exec. 3.9 Diesel,Ford,Diesel,3.9,Diesel,,,,,
254,4163,F-250 Tropiclassic 3.9 TB Diesel,Ford,Diesel,3.9,Diesel,,,,,
255,761,F-250 XL 4.2 V6,Ford,Gasolina,4.2,V6/V8,,,,,
256,766,F-250 XLT 3.9 4x2 Diesel TB,Ford,Diesel,3.9,Diesel,,,,,
257,768,F-250 XLT 4.2 TB Diesel,Ford,Diesel,4.2,Diesel,,,,,
258,772,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,Ford,Gasolina,1.6,Other,,,5,,8
259,777,Fiesta CLX 1.3i 5p,Ford,Gasolina,,,,,5,,
263,778,Fiesta CLX 1.4i 16V 3p e 5p,Ford,Gasolina,,Other,,,3,,16
268,779,Fiesta GL 1.0 3p,Ford,Gasolina,1.0,,,,3,,
270,804,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,Ford,Gasolina,1.6,Flex,Sedan,Manual,4,,8
271,807,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,Ford,Gasolina,2.0,Other,Sedan,Auto,4,,16
272,5451,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,Ford,Gasolina,2.0,Flex,,Auto,5,,
273,10007,Fusion Titanium 2.0 145cv Aut. (Híbrido),Ford,Gasolina,2.0,,,Auto,,1,
274,844,Pampa GL 1.6/ 1.8,Ford,Gasolina,1.6,,,,,,
275,6525,Ranger TROPICAB 2.5 16V 4X2 Flex,Ford,Gasolina,2.5,Other,,,,,16
276,6528,Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.,Ford,Diesel,3.2,,,Auto,,,20
277,7688,Ranger XL 2.2 4x4 CD Diesel Mec.,Ford,Diesel,2.2,Diesel,Pickup,Manual,,,
280,863,Ranger XL 2.3 16v 137cv 4x2 CD Repower.,Ford,Gasolina,2.3,,Pickup,,,1,
283,3816,Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel,Ford,Diesel,3.0,Diesel,Pickup,,,1,
284,8049,Ranger XLS 2.2 4x2 CD Diesel Mec.,Ford,Diesel,2.2,Diesel,Pickup,Manual,,,
285,7590,Ranger XLS 2.2 4x4 CD Diesel Aut.,Ford,Diesel,2.2,Diesel,Pickup,Auto,,,
294,6693,Ranger XLS 2.2 4x4 CD Diesel Mec.,Ford,Diesel,2.2,Diesel,Pickup,Manual,,,
296,883,Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.,Ford,Diesel,3.0,,Pickup,,,1,
297,895,Ranger XLT 3.0 PSE 163cv 4x4 CD TB Dies.,Ford,Diesel,3.0,,Pickup,,,1,
298,899,Ranger XLT 4.0 4x2 CS,Ford,Gasolina,4.0,,,,,,
299,970,Brasinca Blazer CD 4.1,GM - Chevrolet,Gasolina,4.1,,Pickup,,,,
301,977,C-20 Custom Std. 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
303,1002,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,GM - Chevrolet,Gasolina,1.0,Other,,,5,,8
304,1010,Chevette L / SL / SL/e / DL / SE 1.6,GM - Chevrolet,Gasolina,1.6,,,,,,
305,1011,Chevy 500 DL / SL / SE/ Furgão 1.6,GM - Chevrolet,Gasolina,1.6,,,,,,
306,1016,Corsa GSi 16V,GM - Chevrolet,Gasolina,,Other,,,,,16
307,1017,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,GM - Chevrolet,Gasolina,1.0,Flex,,,5,,8
312,1018,Corsa Hat. Joy 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.8,Other,,,5,,8
315,1019,Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p,GM - Chevrolet,Gasolina,1.0,Flex,,,5,,8
319,1031,Corsa Sed Class.Life 1.0/1.0 FlexPower,GM - Chevrolet,Gasolina,1.0,Flex,,,,,
320,1047,Corsa Sedan GL 1.6  MPFI 4p,GM - Chevrolet,Gasolina,1.6,Other,Sedan,,4,,
321,1078,Ipanema GL 1.8 MPFI / EFI /SL 4p,GM - Chevrolet,Álcool,1.8,Other,,,4,,
322,1079,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,GM - Chevrolet,Álcool,2.0,Other,,,4,,
323,9211,ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,5,,12
324,8825,ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,,,12
325,1119,S10 Blazer 4.3 V6,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
326,6101,S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.,GM - Chevrolet,Diesel,2.8,,Pickup,Manual,,,
327,5891,S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel Aut,GM - Chevrolet,Diesel,2.8,Diesel,Pickup,Auto,,,
328,1157,S10 Pick-Up Luxe 4.3 V6 CE,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
329,7098,SPIN ACTIV 1.8 8V Econo. Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
330,6105,SPIN LTZ 1.8 8V Econo.Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
332,9046,TRACKER LT 1.0 Turbo 12V Flex Aut.,GM - Chevrolet,Gasolina,1.0,Turbo,,Auto,,,12
333,1210,Trafic Furgao Carga 2.2,GM - Chevrolet,Gasolina,2.2,,,,,,
334,3820,Vectra Elegan. 2.0 MPFI 8V FlexPower Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
335,1227,Veraneio S/ Luxe 4.0 Dies./TB Dies.,GM - Chevrolet,Diesel,4.0,,,,,,
336,4771,Towner Furgão 1.0 8V 48cv 5p,HAFEI,Gasolina,1.0,Other,,,5,4,8
337,9436,e.co Tech2 6kW (Elétrico),HITECH ELECTRIC,Gasolina,,Electric,,,,,
338,9438,e.co Truck 10kW (Elétrico),HITECH ELECTRIC,Gasolina,,Electric,,,,,
339,1243,Accord Sedan EX 2.7/3.0 24V,Honda,Gasolina,2.7,,Sedan,,,,24
340,4011,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,Honda,Gasolina,1.8,Flex,Sedan,Manual,4,,16
341,1274,Fit EX/ S 1.5/ EX 1.5 Flex 16V 5p Mec.,Honda,Gasolina,1.5,Flex,,Manual,5,,16
342,4799,Fit EXL 1.5 Flex/Flexone 16V 5p Aut,Honda,Gasolina,1.5,Flex,,Auto,5,,16
343,1276,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,Honda,Gasolina,1.4,Flex,,Manual,5,,8
344,1286,Accent GLS 1.5 12V/16V Aut.,Hyundai,Gasolina,1.5,Other,,Auto,,,12
345,7829,Creta Attitude 1.6 16V Flex Mec.,Hyundai,Gasolina,1.6,Other,,Manual,,,16
346,6206,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,Hyundai,Gasolina,1.6,Flex,,Auto,,,16
347,8854,HB20 Sense 1.0 Flex 12V Mec.,Hyundai,Gasolina,1.0,Flex,,Manual,,,12
348,11020,HB20 Sense Plus 1.0 Flex 12V Mec.,Hyundai,Gasolina,1.0,Flex,,Manual,,,12
349,6434,HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P,Hyundai,Gasolina,,Flex,,Manual,,,12
350,6437,HB20S Premium 1.6 Flex 16V Aut. 4p,Hyundai,Gasolina,1.6,Flex,,Auto,4,,16
351,6354,HB20X Style 1.6 Flex 16V Aut.,Hyundai,Gasolina,1.6,Flex,,Auto,,,16
352,1344,Tucson 2.0 16V Aut.,Hyundai,Gasolina,2.0,Other,,Auto,,,16
353,8052,Tucson Limited 1.6 Turbo 16V Aut.,Hyundai,Gasolina,1.6,Turbo,,Auto,,,16
354,9719,e-JS1 Extreme 62cv 5p Aut. (Elétrico),JAC,Gasolina,,Electric,,Auto,5,6,
355,10138,E-JV5.5 Aut. (Elétrico),JAC,Gasolina,,Other,,Auto,,,
357,11184,E-JV7L Aut. (Elétrico),JAC,Gasolina,,Other,,Auto,,,
360,11225,HUNTER HD 4X4 2.0 CTI Diesel Aut.,JAC,Diesel,2.0,Diesel,,Auto,,,
362,8989,iEV 20 68cv 5p Aut. (Elétrico),JAC,Gasolina,,Electric,,Auto,5,6,
365,8956,iEV 330P CD 150cv Aut. (Elétrico),JAC,Gasolina,,Electric,Pickup,Auto,,1,
371,9664,iEV 350T 150cv Aut. (Elétrico),JAC,Gasolina,,Electric,,Auto,,1,
373,8694,iEV 40 115cv 5p. (Elétrico),JAC,Gasolina,,Electric,,,5,1,
376,11192,iEV 750V 163cv 4p Aut. (Elétrico),JAC,Gasolina,,Electric,,Auto,4,1,
377,6272,J2 1.4 16V 5p Mec.,JAC,Gasolina,1.4,Other,,Manual,5,,16
380,7100,J2 1.4 JET Flex 16V 5p Mec,JAC,Gasolina,1.4,Flex,,Manual,5,,16
382,5498,J3 1.4 16V 5p Mec.,JAC,Gasolina,1.4,Other,,Manual,5,,16
388,9283,T40 PLUS 1.5 JET Flex 16V 5p Mec.,JAC,Gasolina,1.5,Flex,,Manual,5,,16
390,4437,XKR Conversível 4.2/5.0 32V,Jaguar,Gasolina,4.2,,,,,,32
391,1370,X-Type SE 3.0 V6 231cv,Jaguar,Gasolina,3.0,V6/V8,,,,2,
393,9303,Grand Cherokee Limited 4.7 Aut.,Jeep,Gasolina,4.7,,,Auto,,,
395,7187,Renegade Longitude 2.0 4x4 TB Diesel Aut,Jeep,Diesel,2.0,Diesel,,Auto,,,
396,7191,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,Jeep,Diesel,2.0,Diesel,,Auto,,,
397,1384,Wrangler 4.0/Sport 4.0,Jeep,Gasolina,4.0,,Sport,,,,
398,5897,Wrangler Sport 3.6 V6 284cv 2p,Jeep,Gasolina,3.6,V6/V8,Sport,,2,2,
399,4852,TOPIC ESCOLAR SL 2.2 8V/ 2.0 16V 4p,JINBEI,Gasolina,2.2,Other,,,4,,8
401,1389,Picape Montez 1.9 4x4 Diesel,JPX,Diesel,1.9,Diesel,Pickup,,,,
402,1393,Besta Furgão 2.7 Diesel,Kia Motors,Diesel,2.7,Diesel,,,,,
404,1397,Besta GS Grand 3.0 8V 16L Diesel,Kia Motors,Diesel,3.0,Other,,,,,8
405,1400,Bongo K-2700 2.7 4x2/4x4 Diesel,Kia Motors,Diesel,2.7,Diesel,,,,,
407,1402,Bongo K-3500/K-3600/110 3.6 Diesel,Kia Motors,Diesel,3.6,Diesel,,,,,
408,11099,Carnival EX 3.5 V6 24V 276/272cv Aut.,Kia Motors,Gasolina,3.5,V6/V8,,Auto,,2,24
409,4999,MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.,Kia Motors,Gasolina,4.6,V6/V8,,Auto,,3,32
413,10104,Niro EX 1.6 GDI  (Híbrido),Kia Motors,Gasolina,1.6,Other,,,,,
416,10105,Niro SX Prestige 1.6 GDI (Híbrido),Kia Motors,Gasolina,1.6,Other,,,,,
419,10928,Niro SX Rio Limited Edt 1.6 GDI  (Híb.),Kia Motors,Gasolina,1.6,Other,,,,,
421,1412,Opirus GL 3.5 V6 24V 202cv Aut.,Kia Motors,Gasolina,3.5,V6/V8,,Auto,,2,24
422,4141,Picanto EX 1.1/1.0/ 1.0 Flex Aut.,Kia Motors,Gasolina,1.1,Flex,,Auto,,,
